排名,中文域名,Punycode,字数,词频,词性,英文释义,类别,综合推荐分,年费USD,注册周期年,购买验证链接,验证时间UTC,词典来源
753,新陈代谢.com,xn--mnqs96cwg1a4qi.com,4,284,i,metabolism (biology); the new replaces the old (idiom),成语意象,77.4,11.25,1,https://vercel.com/domains/search?q=xn--mnqs96cwg1a4qi.com,2026-07-23T18:24:48.084Z,Jieba + CC-CEDICT
754,心安理得.com,xn--49s47gzdn87f.com,4,107,i,to have a clear conscience; to have no qualms about sth,品质价值,77.4,11.25,1,https://vercel.com/domains/search?q=xn--49s47gzdn87f.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
755,艺术史.com,xn--mprp16b42t.com,3,42,n,art history,内容文化,77.3,11.25,1,https://vercel.com/domains/search?q=xn--mprp16b42t.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
756,打折扣.com,xn--spu6a2k.com,3,120,i,to give a discount; to be of less value than anticipated,通用品牌,77.3,11.25,1,https://vercel.com/domains/search?q=xn--spu6a2k.com,2026-07-23T18:39:10.418Z,Jieba + CC-CEDICT
757,子系统.com,xn--i8s869erjb.com,3,120,n,subsystem,科技产品,77.3,11.25,1,https://vercel.com/domains/search?q=xn--i8s869erjb.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
758,新婚燕尔.com,xn--h1s03b28qmtm.com,4,279,n,(idiom) to experience the joy of being newly married,成语意象,77.2,11.25,1,https://vercel.com/domains/search?q=xn--h1s03b28qmtm.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
759,档案馆.com,xn--dyv4b290s.com,3,119,n,archive library,通用品牌,77.2,11.25,1,https://vercel.com/domains/search?q=xn--dyv4b290s.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
760,硕士生.com,xn--zqs496dogc.com,3,119,n,Master's degree student,通用品牌,77.2,11.25,1,https://vercel.com/domains/search?q=xn--zqs496dogc.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
761,印刷术.com,xn--ycrq3al74b.com,3,118,n,printing; printing technology,通用品牌,77.2,11.25,1,https://vercel.com/domains/search?q=xn--ycrq3al74b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
762,总决赛.com,xn--67q076ah77a.com,3,118,n,finals (sports),通用品牌,77.1,11.25,1,https://vercel.com/domains/search?q=xn--67q076ah77a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
763,春分点.com,xn--kbr630cfwh.com,3,40,n,the spring equinox,通用品牌,77.1,11.25,1,https://vercel.com/domains/search?q=xn--kbr630cfwh.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
764,科学界.com,xn--48sq61degd.com,3,114,n,world of science; scientific circles,通用品牌,77.1,11.25,1,https://vercel.com/domains/search?q=xn--48sq61degd.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
765,公益金.com,xn--55qw42gcrs.com,3,39,n,public welfare funds; community chest,通用品牌,77.0,11.25,1,https://vercel.com/domains/search?q=xn--55qw42gcrs.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
766,专利权.com,xn--ohq82hb0x.com,3,113,n,patent right,通用品牌,77.0,11.25,1,https://vercel.com/domains/search?q=xn--ohq82hb0x.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
767,生产能力.com,xn--wlq39gl92bi6j.com,4,672,n,manufacturing ability; production capacity,成语意象,77.0,11.25,1,https://vercel.com/domains/search?q=xn--wlq39gl92bi6j.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
768,旗帜鲜明.com,xn--ytty5o0ep26s.com,4,98,i,to show one's colors; to have a clear-cut stand (idiom),生活审美,76.9,11.25,1,https://vercel.com/domains/search?q=xn--ytty5o0ep26s.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
769,四通八达.com,xn--45q65kk42dqka.com,4,670,i,roads open in all directions (idiom); accessible from all sides,成语意象,76.9,11.25,1,https://vercel.com/domains/search?q=xn--45q65kk42dqka.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
770,男高音.com,xn--ynyy45er5b.com,3,38,n,tenor (singing voice); a tenor,内容文化,76.9,11.25,1,https://vercel.com/domains/search?q=xn--ynyy45er5b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
771,信息论.com,xn--vuq861b8v6a.com,3,38,n,information theory,科技产品,76.9,11.25,1,https://vercel.com/domains/search?q=xn--vuq861b8v6a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
772,在天之灵.com,xn--9iqw9s8sbwv8b.com,4,97,i,soul and spirit of the deceased,生活审美,76.8,11.25,1,https://vercel.com/domains/search?q=xn--9iqw9s8sbwv8b.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
773,阅览室.com,xn--wbtr78hsxh.com,3,110,n,reading room; CL:間|间[jian1],通用品牌,76.8,11.25,1,https://vercel.com/domains/search?q=xn--wbtr78hsxh.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
774,运动场.com,xn--6fr49hvv5d.com,3,105,n,sports field; playground; exercise yard,通用品牌,76.8,11.25,1,https://vercel.com/domains/search?q=xn--6fr49hvv5d.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
775,心满意足.com,xn--15tu2ai71a053a.com,4,247,i,perfectly contented (idiom); perfectly satisfied,品质价值,76.7,11.25,1,https://vercel.com/domains/search?q=xn--15tu2ai71a053a.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
776,管闲事.com,xn--3kqz21iqrq.com,3,104,n,"to meddle; to be a ""nosy Parker""; to be too inquisitive about other people's business",通用品牌,76.7,11.25,1,https://vercel.com/domains/search?q=xn--3kqz21iqrq.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
777,下水道.com,xn--ghq284evyy.com,3,103,n,underground drain; sewer,通用品牌,76.7,11.25,1,https://vercel.com/domains/search?q=xn--ghq284evyy.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
778,火车头.com,xn--2ss135c22v.com,3,102,n,train engine; locomotive,通用品牌,76.6,11.25,1,https://vercel.com/domains/search?q=xn--2ss135c22v.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
779,年代学.com,xn--mnqw81a8kc.com,3,102,n,chronology (the science of determining the dates of past events),通用品牌,76.6,11.25,1,https://vercel.com/domains/search?q=xn--mnqw81a8kc.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
780,必修课.com,xn--8uqy99aon7a.com,3,101,n,required course; compulsory course,通用品牌,76.6,11.25,1,https://vercel.com/domains/search?q=xn--8uqy99aon7a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
781,高技术.com,xn--2qu37hs79c.com,3,99,n,high technology; high-tech,科技产品,76.6,11.25,1,https://vercel.com/domains/search?q=xn--2qu37hs79c.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
782,睡美人.com,xn--gmqx40hoof.com,3,33,n,Sleeping Beauty,生活审美,76.5,11.25,1,https://vercel.com/domains/search?q=xn--gmqx40hoof.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
783,地形图.com,xn--wcs7dp7y.com,3,98,n,topographic map,内容文化,76.5,11.25,1,https://vercel.com/domains/search?q=xn--wcs7dp7y.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
784,小组赛.com,xn--yetq12ff6j.com,3,96,n,(sports) group stage; group-stage match,通用品牌,76.5,11.25,1,https://vercel.com/domains/search?q=xn--yetq12ff6j.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
785,灵机一动.com,xn--4gq66il5vbwi.com,4,227,i,a bright idea suddenly occurs (idiom); to hit upon an inspiration; to be struck by a brainwave,成语意象,76.4,11.25,1,https://vercel.com/domains/search?q=xn--4gq66il5vbwi.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
786,积雨云.com,xn--9kq107h0fs.com,3,32,n,cumulonimbus (cloud),生活审美,76.4,11.25,1,https://vercel.com/domains/search?q=xn--9kq107h0fs.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
787,真实感.com,xn--qbty1kyuv.com,3,32,n,the feeling that sth is genuine; sense of reality; in the flesh,品质价值,76.4,11.25,1,https://vercel.com/domains/search?q=xn--qbty1kyuv.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
788,中心点.com,xn--fiqq24bgmm.com,3,32,n,center; central point; focus,品质价值,76.3,11.25,1,https://vercel.com/domains/search?q=xn--fiqq24bgmm.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
789,排山倒海.com,xn--9vq741aoqft3k.com,4,84,i,lit. to topple the mountains and overturn the seas (idiom); earth-shattering; fig. gigantic; of spectacular significance,生活审美,76.3,11.25,1,https://vercel.com/domains/search?q=xn--9vq741aoqft3k.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
790,教育界.com,xn--wcvy86adsi.com,3,95,n,academic world; academic circles; academia,通用品牌,76.3,11.25,1,https://vercel.com/domains/search?q=xn--wcvy86adsi.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
791,心甘情愿.com,xn--15t7volr96d.com,4,225,i,"delighted to (do sth, idiom); perfectly happy to do; most willing to do",品质价值,76.3,11.25,1,https://vercel.com/domains/search?q=xn--15t7volr96d.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
792,惊天动地.com,xn--6fr68hixbg2n.com,4,221,i,(idiom) world-shaking,生活审美,76.2,11.25,1,https://vercel.com/domains/search?q=xn--6fr68hixbg2n.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
793,霓虹灯.com,xn--znx138bjxl.com,3,93,n,(loanword) neon lights,通用品牌,76.2,11.25,1,https://vercel.com/domains/search?q=xn--znx138bjxl.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
794,知识界.com,xn--koy78ch51a.com,3,90,n,intellectual circles; intelligentsia,通用品牌,76.2,11.25,1,https://vercel.com/domains/search?q=xn--koy78ch51a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
795,服务费.com,xn--zfr188bw11a.com,3,89,n,service charge; cover charge,通用品牌,76.1,11.25,1,https://vercel.com/domains/search?q=xn--zfr188bw11a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
796,随心所欲.com,xn--15t68ck2mv00c.com,4,210,i,(idiom) to follow one's heart's desires; to do as one pleases,品质价值,76.1,11.25,1,https://vercel.com/domains/search?q=xn--15t68ck2mv00c.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
797,一大早.com,xn--4gqt5y7jk.com,3,403,l,at dawn; at first light; first thing in the morning,通用品牌,76.1,11.25,1,https://vercel.com/domains/search?q=xn--4gqt5y7jk.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
798,流芳百世.com,xn--rhqs37ezkgevm.com,4,538,i,"(of one's name, reputation etc) to be immortalized (idiom); to leave a mark for generations to come",成语意象,76.0,11.25,1,https://vercel.com/domains/search?q=xn--rhqs37ezkgevm.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
799,发行人.com,xn--gmqw7jur8c.com,3,87,n,publisher; issuer,通用品牌,76.0,11.25,1,https://vercel.com/domains/search?q=xn--gmqw7jur8c.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
800,理工科.com,xn--estn60cf8d.com,3,85,n,science and engineering as academic subjects,通用品牌,76.0,11.25,1,https://vercel.com/domains/search?q=xn--estn60cf8d.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
801,风云人物.com,xn--9kqtdp95jid6a.com,4,74,i,the man (or woman) of the moment (idiom); influential figure,生活审美,76.0,11.25,1,https://vercel.com/domains/search?q=xn--9kqtdp95jid6a.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
802,舆论界.com,xn--koy94y6qh.com,3,84,n,media; commentators,通用品牌,75.9,11.25,1,https://vercel.com/domains/search?q=xn--koy94y6qh.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
803,天底下.com,xn--ghqv4y8ke.com,3,146,s,in this world; under the sun,生活审美,75.9,11.25,1,https://vercel.com/domains/search?q=xn--ghqv4y8ke.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
804,地震带.com,xn--cesw5ncy5c.com,3,82,n,seismic zone; earthquake belt,通用品牌,75.9,11.25,1,https://vercel.com/domains/search?q=xn--cesw5ncy5c.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
805,工商界.com,xn--czr93rtnu.com,3,82,n,industry; the world of business,通用品牌,75.8,11.25,1,https://vercel.com/domains/search?q=xn--czr93rtnu.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
806,洪水期.com,xn--vpvz6icva.com,3,82,t,flood season,通用品牌,75.8,11.25,1,https://vercel.com/domains/search?q=xn--vpvz6icva.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
807,基本点.com,xn--3jso76au9g.com,3,82,n,key point; crux; (finance) basis point,通用品牌,75.8,11.25,1,https://vercel.com/domains/search?q=xn--3jso76au9g.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
808,捕风捉影.com,xn--p3t98f9a0423b.com,4,71,i,lit. chasing the wind and clutching at shadows (idiom); fig. groundless accusations; to act on hearsay evidence,内容文化,75.7,11.25,1,https://vercel.com/domains/search?q=xn--p3t98f9a0423b.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
809,耳旁风.com,xn--vfvp20d7mr.com,3,26,i,lit. wind past your ear; fig. sth you don't pay much attention to; in one ear and out the other,生活审美,75.7,11.25,1,https://vercel.com/domains/search?q=xn--vfvp20d7mr.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
810,指挥家.com,xn--fct13ouc.com,3,80,n,(music) conductor,通用品牌,75.7,11.25,1,https://vercel.com/domains/search?q=xn--fct13ouc.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
811,拨乱反正.com,xn--dkq93koqpgii.com,4,495,i,bring order out of chaos; set to rights things which have been thrown into disorder,成语意象,75.7,11.25,1,https://vercel.com/domains/search?q=xn--dkq93koqpgii.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
812,触目惊心.com,xn--15ttwl54c7kr.com,4,189,i,"lit. shocks the eye, astonishes the heart (idiom); shocking; horrible to see; a ghastly sight",品质价值,75.6,11.25,1,https://vercel.com/domains/search?q=xn--15ttwl54c7kr.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
813,普天之下.com,xn--ghqwfu74ahln.com,4,188,i,(idiom) all under heaven; in the whole world; throughout the world,生活审美,75.6,11.25,1,https://vercel.com/domains/search?q=xn--ghqwfu74ahln.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
814,收盘价.com,xn--6nq255c6om.com,3,78,n,"closing price (of share, commodity etc)",通用品牌,75.6,11.25,1,https://vercel.com/domains/search?q=xn--6nq255c6om.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
815,资格赛.com,xn--0xv473f9b.com,3,76,n,qualifying round (in sports),通用品牌,75.5,11.25,1,https://vercel.com/domains/search?q=xn--0xv473f9b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
816,鼎盛期.com,xn--vpv236acm4a.com,3,24,i,golden age; heyday; period of peak prosperity,通用品牌,75.5,11.25,1,https://vercel.com/domains/search?q=xn--vpv236acm4a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
817,茶话会.com,xn--6oq438j4of.com,3,73,n,tea party,通用品牌,75.5,11.25,1,https://vercel.com/domains/search?q=xn--6oq438j4of.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
818,制片人.com,xn--gmqt8fwt2b.com,3,73,n,film producer,通用品牌,75.4,11.25,1,https://vercel.com/domains/search?q=xn--gmqt8fwt2b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
819,不动声色.com,xn--ihq15i3rgoo2c.com,4,456,i,not a word or movement (idiom); remaining calm and collected; not batting an eyelid,内容文化,75.4,11.25,1,https://vercel.com/domains/search?q=xn--ihq15i3rgoo2c.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
820,对抗赛.com,xn--cetw7mos4b.com,3,72,n,duel; match; competition between paired opponents (e.g. sporting),通用品牌,75.4,11.25,1,https://vercel.com/domains/search?q=xn--cetw7mos4b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
821,生长素.com,xn--9mys4o08u.com,3,72,n,auxin (plant growth hormone),通用品牌,75.4,11.25,1,https://vercel.com/domains/search?q=xn--9mys4o08u.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
822,运筹学.com,xn--48s595ek4n.com,3,72,n,operations research (OR),通用品牌,75.3,11.25,1,https://vercel.com/domains/search?q=xn--48s595ek4n.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
823,谢天谢地.com,xn--cest9bq05gba.com,4,171,i,(idiom) thank goodness,生活审美,75.3,11.25,1,https://vercel.com/domains/search?q=xn--cest9bq05gba.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
824,聚居地.com,xn--ces11jz90b.com,3,70,n,inhabited land; habitat,通用品牌,75.3,11.25,1,https://vercel.com/domains/search?q=xn--ces11jz90b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
825,走马灯.com,xn--znxr23d62i.com,3,70,n,"lantern with a carousel of paper horses rotating under convection, used at Lantern Festival 元宵節|元宵节[Yuan2 xiao1 jie2]; (fig.) revolving door; musical chairs (metaphor for people being shuffled around into different jobs)",通用品牌,75.2,11.25,1,https://vercel.com/domains/search?q=xn--znxr23d62i.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
826,师范大学.com,xn--pss25cz5c7t3d.com,4,438,n,normal university; teacher training college,成语意象,75.2,11.25,1,https://vercel.com/domains/search?q=xn--pss25cz5c7t3d.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
827,刀光剑影.com,xn--54q3q1hn77b.com,4,61,i,lit. flash of knives and swords (idiom); fig. intense conflict,内容文化,75.2,11.25,1,https://vercel.com/domains/search?q=xn--54q3q1hn77b.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
828,考察队.com,xn--ldtx45fgfp.com,3,69,n,investigation team; scientific expedition,通用品牌,75.1,11.25,1,https://vercel.com/domains/search?q=xn--ldtx45fgfp.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
829,录像带.com,xn--o1q083a6za.com,3,69,n,videotape; video cassette; CL:盤|盘[pan2],通用品牌,75.1,11.25,1,https://vercel.com/domains/search?q=xn--o1q083a6za.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
830,民间舞.com,xn--1qw838bi6n.com,3,69,n,folk dance,通用品牌,75.1,11.25,1,https://vercel.com/domains/search?q=xn--1qw838bi6n.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
831,身子骨.com,xn--i8sz80jdsh.com,3,69,n,(coll.) physique; physical constitution; health,通用品牌,75.1,11.25,1,https://vercel.com/domains/search?q=xn--i8sz80jdsh.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
832,见面礼.com,xn--diz615acjk.com,3,68,i,gift given to sb when meeting them for the first time,通用品牌,75.0,11.25,1,https://vercel.com/domains/search?q=xn--diz615acjk.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
833,心不在焉.com,xn--ihqv5t16gpts.com,4,164,i,absent-minded; preoccupied; inattentive; with one's thoughts wandering,品质价值,75.0,11.25,1,https://vercel.com/domains/search?q=xn--ihqv5t16gpts.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
834,一言不发.com,xn--4gq0ay18ahz9d.com,4,425,i,to not say a word (idiom),成语意象,75.0,11.25,1,https://vercel.com/domains/search?q=xn--4gq0ay18ahz9d.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
835,铺天盖地.com,xn--cest9bg16c1x0a.com,4,163,i,(lit.) eclipsing the sky and blanketing the earth (idiom); (fig.) arriving in overwhelming quantities; engulfing; all-pervasive,生活审美,74.9,11.25,1,https://vercel.com/domains/search?q=xn--cest9bg16c1x0a.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
836,一刀切.com,xn--4gq60hva.com,3,67,i,lit. to cut all at one stroke (idiom); to impose uniformity; one solution fits a diversity of problems; one size fits all,通用品牌,74.9,11.25,1,https://vercel.com/domains/search?q=xn--4gq60hva.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
837,重头戏.com,xn--2ssy9rtw5b.com,3,66,n,opera (or role) involving much singing and action; (fig.) highlight; main feature; major activity,通用品牌,74.9,11.25,1,https://vercel.com/domains/search?q=xn--2ssy9rtw5b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
838,自然而然.com,xn--otxa705iuyb.com,4,417,i,(idiom) natural; unforced; (idiom) naturally; as a matter of course; in the natural course of things,成语意象,74.8,11.25,1,https://vercel.com/domains/search?q=xn--otxa705iuyb.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
839,诚心诚意.com,xn--15tu2a725gba.com,4,57,i,earnestly and sincerely (idiom); with all sincerity,品质价值,74.8,11.25,1,https://vercel.com/domains/search?q=xn--15tu2a725gba.com,2026-07-23T18:36:19.164Z,Jieba + CC-CEDICT
840,防波堤.com,xn--blsp69brg4a.com,3,64,n,breakwater; seawall; fig. defensive buffer zone,通用品牌,74.8,11.25,1,https://vercel.com/domains/search?q=xn--blsp69brg4a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
841,节骨眼.com,xn--q2y93v5qt.com,3,64,n,(dialect) critical juncture; crucial moment; Taiwan pr. [jie2 gu5 yan3],通用品牌,74.8,11.25,1,https://vercel.com/domains/search?q=xn--q2y93v5qt.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
842,四重奏.com,xn--wbsy0du90g.com,3,64,n,quartet (musical ensemble),通用品牌,74.7,11.25,1,https://vercel.com/domains/search?q=xn--wbsy0du90g.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
843,回归年.com,xn--zbs89o9sa.com,3,62,n,the solar year; the year defined as the period between successive equinoxes,通用品牌,74.7,11.25,1,https://vercel.com/domains/search?q=xn--zbs89o9sa.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
844,篮球队.com,xn--5eyv2o0wx.com,3,62,n,basketball team,通用品牌,74.7,11.25,1,https://vercel.com/domains/search?q=xn--5eyv2o0wx.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
845,当家作主.com,xn--tiq50ao10aysd.com,4,394,i,to be in charge in one's own house (idiom); to be the master of one's own affairs,成语意象,74.6,11.25,1,https://vercel.com/domains/search?q=xn--tiq50ao10aysd.com,2026-07-23T18:24:48.084Z,Jieba + CC-CEDICT
846,天翻地覆.com,xn--cest9b392ei8h.com,4,150,i,sky and the earth turning upside down (idiom); fig. complete confusion; everything turned on its head,生活审美,74.6,11.25,1,https://vercel.com/domains/search?q=xn--cest9b392ei8h.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
847,候车室.com,xn--hwq44zy25b.com,3,61,n,"waiting room (for train, bus etc)",通用品牌,74.6,11.25,1,https://vercel.com/domains/search?q=xn--hwq44zy25b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
848,架子车.com,xn--i8s710a544a.com,3,60,n,two-wheeled handcart,通用品牌,74.5,11.25,1,https://vercel.com/domains/search?q=xn--i8s710a544a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
849,开门见山.com,xn--rht72dfx5dsfk.com,4,146,i,lit. to open the door and see the mountain; fig. to get right to the point (idiom),生活审美,74.5,11.25,1,https://vercel.com/domains/search?q=xn--rht72dfx5dsfk.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
850,漫不经心.com,xn--ihqr54b9hlwhp.com,4,145,i,careless; heedless; absent-minded; indifferent,品质价值,74.5,11.25,1,https://vercel.com/domains/search?q=xn--ihqr54b9hlwhp.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
851,编年体.com,xn--tqqr28abuy.com,3,58,n,"in the style of annals; chronological history, the regular form of the Chinese dynastic histories",通用品牌,74.5,11.25,1,https://vercel.com/domains/search?q=xn--tqqr28abuy.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
852,复印机.com,xn--wlr93kdzn.com,3,58,n,photocopier,通用品牌,74.4,11.25,1,https://vercel.com/domains/search?q=xn--wlr93kdzn.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
853,科学史.com,xn--mpr56opt1a.com,3,58,n,history of science,内容文化,74.4,11.25,1,https://vercel.com/domains/search?q=xn--mpr56opt1a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
854,断断续续.com,xn--bfva605qa.com,4,371,i,intermittent; off and on; discontinuous; stop-go; stammering; disjointed; inarticulate,成语意象,74.4,11.25,1,https://vercel.com/domains/search?q=xn--bfva605qa.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
855,回心转意.com,xn--zbsw0sq2apz5j.com,4,140,i,to change one's mind (idiom),品质价值,74.3,11.25,1,https://vercel.com/domains/search?q=xn--zbsw0sq2apz5j.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
856,伙食费.com,xn--5oq972mukh.com,3,57,n,food expenses; board expenses; meals (cost),通用品牌,74.3,11.25,1,https://vercel.com/domains/search?q=xn--5oq972mukh.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
857,哈哈大笑.com,xn--qvra174aiy8b.com,4,1577,l,to laugh heartily; to burst into loud laughter,成语意象,74.3,11.25,1,https://vercel.com/domains/search?q=xn--qvra174aiy8b.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
858,过来人.com,xn--gmq341dds2a.com,3,56,n,"an experienced person; sb who has ""been around (the block)""; sb who has personally experienced it",通用品牌,74.3,11.25,1,https://vercel.com/domains/search?q=xn--gmq341dds2a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
859,理所当然.com,xn--u2tz8dlythwc.com,4,358,i,as it should be by rights (idiom); proper and to be expected as a matter of course; inevitable and right,成语意象,74.2,11.25,1,https://vercel.com/domains/search?q=xn--u2tz8dlythwc.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
860,小心谨慎.com,xn--yet09f47ay58g.com,4,136,i,cautious and timid (idiom); prudent; careful,品质价值,74.2,11.25,1,https://vercel.com/domains/search?q=xn--yet09f47ay58g.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
861,服务生.com,xn--zfr188b1ik.com,3,55,n,server (at a restaurant),通用品牌,74.2,11.25,1,https://vercel.com/domains/search?q=xn--zfr188b1ik.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
862,平安无事.com,xn--3kqp03a69bktl.com,4,135,i,safe and sound (idiom),成语意象,74.1,11.25,1,https://vercel.com/domains/search?q=xn--3kqp03a69bktl.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
863,恍然大悟.com,xn--pss39nchv99c.com,4,345,i,(idiom) to suddenly realize; to suddenly see the light,成语意象,74.1,11.25,1,https://vercel.com/domains/search?q=xn--pss39nchv99c.com,2026-07-23T18:24:48.083Z,Jieba + CC-CEDICT
864,对撞机.com,xn--cet04rj6b.com,3,53,n,a particle collider,通用品牌,74.1,11.25,1,https://vercel.com/domains/search?q=xn--cet04rj6b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
865,冠军赛.com,xn--i7qj8896b.com,3,53,n,championship,通用品牌,74.0,11.25,1,https://vercel.com/domains/search?q=xn--i7qj8896b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
